Disease,Locality,Latitude,Longitude,Reported Cases,Severity,Source,Date
Dengue,Banashankari,12.917549,77.769888,185,Low,HealthMap,2024-04-13
Malaria,RT Nagar,13.005071,77.522438,495,High,HealthMap,2024-06-02
Dengue,MG Road,13.11712,77.666774,439,Medium,HealthMap,2024-03-04
Swine Flu,Hebbal,12.826303,77.679324,235,High,Local Hospital,2024-08-12
Hepatitis,TC Palya,13.133179,77.713139,48,Low,User Report,2024-02-17
Dengue,Mysore Road,12.988342,77.604989,102,High,User Report,2024-02-08
Zika Virus,Bommanahalli,13.04644,77.713529,150,Medium,Local Hospital,2024-12-10
Malaria,MG Road,13.037734,77.66468,135,Medium,CDC,2024-01-03
COVID-19,Kadugodi,12.983891,77.629488,202,High,CDC,2024-09-26
COVID-19,Malleshwaram,13.166108,77.721787,39,Low,WHO,2024-04-25
Cholera,JP Nagar,13.031161,77.713756,424,Medium,User Report,2024-11-09
Zika Virus,Basavanagudi,13.138643,77.560077,70,Medium,User Report,2024-02-22
COVID-19,Nagarbhavi,12.999194,77.581944,56,High,HealthMap,2024-02-10
Swine Flu,Bommanahalli,13.057678,77.706979,429,High,WHO,2024-12-22
Hepatitis,Banashankari,13.090749,77.710192,64,Medium,Local Hospital,2024-03-06
Hepatitis,Devanahalli,12.87225,77.628562,68,High,CDC,2024-06-11
Cholera,Ulsoor,12.921444,77.636761,356,Low,Local Hospital,2024-09-02
Tuberculosis,Hulimavu,12.983499,77.715258,395,Low,HealthMap,2024-11-26
Dengue,HSR Layout,13.011138,77.628168,15,Medium,WHO,2024-08-15
Swine Flu,Hoodi,13.018537,77.707021,141,Low,WHO,2024-10-17
COVID-19,Banaswadi,12.887721,77.711696,330,Medium,Local Hospital,2024-10-03
Tuberculosis,Magadi Road,13.179975,77.719013,489,Low,User Report,2024-03-19
COVID-19,Bommanahalli,12.906244,77.760993,13,Low,User Report,2024-03-16
Cholera,Nagarbhavi,13.086936,77.629425,216,High,HealthMap,2024-05-23
Malaria,Hennur,13.075304,77.718541,172,Low,HealthMap,2024-05-13
Tuberculosis,Kanakapura Road,12.857429,77.671876,341,Medium,WHO,2024-05-15
Hepatitis,Electronic City,13.090091,77.764422,324,Low,User Report,2024-12-09
Dengue,TC Palya,13.110205,77.621677,284,Low,CDC,2024-05-30
Malaria,Rajajinagar,13.103245,77.680925,242,Low,CDC,2024-12-11
Swine Flu,Peenya,12.942176,77.731691,467,Medium,Local Hospital,2024-09-08
Tuberculosis,HSR Layout,13.193478,77.708443,212,Low,Local Hospital,2024-12-01
Dengue,Bommanahalli,13.049881,77.678143,223,High,Local Hospital,2024-10-10
COVID-19,Sarjapur Road,13.181401,77.638291,492,High,User Report,2024-08-28
Malaria,KR Puram,12.832224,77.728346,51,Medium,WHO,2024-01-21
COVID-19,Hebbal,12.976541,77.748381,175,Medium,WHO,2024-05-13
Cholera,KR Market,12.936902,77.613348,285,High,User Report,2024-01-31
COVID-19,Ramamurthy Nagar,12.998435,77.576027,169,Low,HealthMap,2024-09-14
Tuberculosis,Wilson Garden,12.821015,77.536161,354,High,Local Hospital,2024-10-24
Swine Flu,Magadi Road,13.019765,77.564634,308,High,User Report,2024-02-26
Swine Flu,Kasturi Nagar,13.027981,77.63862,229,High,WHO,2024-12-03
Swine Flu,Malleshwaram,13.081181,77.720979,379,Low,CDC,2024-08-16
COVID-19,Devanahalli,13.041068,77.736052,165,Medium,HealthMap,2024-08-03
Malaria,Banashankari,12.958772,77.606211,133,Medium,Local Hospital,2024-02-26
Tuberculosis,MG Road,13.148285,77.696888,155,Medium,HealthMap,2024-02-12
Zika Virus,KR Puram,12.828727,77.593145,401,Medium,HealthMap,2024-06-26
Zika Virus,TC Palya,12.855214,77.526299,46,Medium,Local Hospital,2024-06-12
Zika Virus,MG Road,12.914658,77.524292,149,Low,HealthMap,2024-11-26
Dengue,Vijayanagar,12.930786,77.520044,330,Medium,User Report,2024-01-04
Zika Virus,Kasturi Nagar,12.946961,77.523501,276,High,HealthMap,2024-12-09
Malaria,Nagarbhavi,13.096077,77.722425,309,Medium,WHO,2024-09-02
Dengue,BTM Layout,12.895758,77.512106,305,Low,Local Hospital,2024-01-20
Tuberculosis,Ulsoor,12.938665,77.719194,90,Medium,CDC,2024-05-25
Tuberculosis,Malleshwaram,13.192251,77.687353,330,Low,CDC,2024-08-16
Dengue,Banashankari,13.1894,77.797229,169,High,User Report,2024-08-10
Hepatitis,Kengeri,12.969838,77.537818,228,Low,Local Hospital,2024-10-22
COVID-19,Magadi Road,12.800009,77.739105,224,High,HealthMap,2024-09-11
Tuberculosis,Basavanagudi,12.947001,77.559674,187,High,User Report,2024-09-07
Tuberculosis,Banashankari,13.079662,77.584775,135,High,CDC,2024-10-29
Malaria,Devanahalli,13.198732,77.63863,221,Low,HealthMap,2024-09-10
Dengue,Malleshwaram,12.832351,77.557509,110,High,Local Hospital,2024-10-28
Swine Flu,Ramamurthy Nagar,12.960971,77.638969,484,Medium,CDC,2024-07-08
Zika Virus,TC Palya,12.969689,77.527836,321,Low,User Report,2024-07-10
COVID-19,Jayanagar,12.975335,77.74571,439,Medium,WHO,2024-10-30
Swine Flu,Banaswadi,12.968635,77.775697,123,High,WHO,2024-10-14
Swine Flu,JP Nagar,12.800478,77.526,328,Medium,User Report,2024-03-25
Swine Flu,Ulsoor,13.046147,77.716843,213,Medium,User Report,2024-06-05
Dengue,RT Nagar,13.155846,77.766705,144,Medium,CDC,2024-03-27
Cholera,Dasarahalli,12.828269,77.6871,340,Low,CDC,2024-05-04
COVID-19,Shivajinagar,13.103275,77.64277,495,Medium,HealthMap,2024-06-29
Swine Flu,Basavanagudi,13.035345,77.617015,445,High,Local Hospital,2024-01-20
Tuberculosis,Lalbagh,12.859163,77.772386,476,High,WHO,2024-11-23
Zika Virus,Bellandur,13.107938,77.592047,304,Low,User Report,2024-05-29
COVID-19,Lalbagh,13.026487,77.507668,227,Low,User Report,2024-03-14
Malaria,Devanahalli,12.922839,77.613521,141,Medium,CDC,2024-04-07
Dengue,Peenya,12.916387,77.517183,484,Medium,CDC,2024-07-28
Malaria,Peenya,12.932687,77.779068,327,Medium,CDC,2024-08-27
Dengue,Gandhinagar,12.907579,77.726566,407,High,User Report,2024-03-11
Hepatitis,Hebbal,13.051143,77.732756,274,High,CDC,2024-04-01
Tuberculosis,Ramamurthy Nagar,13.104072,77.661166,142,Medium,CDC,2024-06-30
COVID-19,RT Nagar,13.133948,77.734096,455,High,Local Hospital,2024-12-24
Hepatitis,Rajajinagar,12.999039,77.628845,309,Low,Local Hospital,2024-03-15
COVID-19,Bellandur,13.13732,77.71201,134,High,WHO,2024-05-20
Zika Virus,Indiranagar,12.889732,77.779374,18,Medium,WHO,2024-02-11
COVID-19,Kengeri,12.97126,77.544989,404,High,Local Hospital,2024-06-08
COVID-19,Banaswadi,12.979532,77.754774,376,Low,CDC,2024-02-02
Tuberculosis,Yelahanka,13.148027,77.586512,270,Low,WHO,2024-10-14
Hepatitis,Shivajinagar,12.883118,77.710033,20,Medium,User Report,2024-12-07
Dengue,RT Nagar,13.062379,77.569858,386,Low,WHO,2024-10-09
Dengue,Koramangala,12.825197,77.572458,187,Low,User Report,2024-05-06
Zika Virus,Koramangala,13.125714,77.611538,246,High,Local Hospital,2024-10-20
Malaria,Sahakar Nagar,12.925257,77.505069,392,High,WHO,2024-01-09
COVID-19,Marathahalli,13.135784,77.630934,481,Medium,HealthMap,2024-01-27
Swine Flu,BTM Layout,12.966107,77.600318,383,High,CDC,2024-11-28
Dengue,Nagarbhavi,13.073719,77.789643,309,Low,Local Hospital,2024-02-18
Hepatitis,Sahakar Nagar,12.913416,77.605014,217,High,Local Hospital,2024-04-28
Swine Flu,Magadi Road,12.922159,77.636536,72,Medium,User Report,2024-05-28
Dengue,Hebbal,13.00896,77.536004,448,Medium,User Report,2024-07-09
Swine Flu,Basavanagudi,12.970829,77.773175,187,Medium,WHO,2024-08-30
Swine Flu,Kanakapura Road,13.184715,77.594307,360,Low,CDC,2024-06-02
Tuberculosis,Kadugodi,13.008566,77.572354,453,Low,WHO,2024-04-03
Cholera,Basavanagudi,13.17689,77.69346,169,Low,Local Hospital,2024-09-30
Hepatitis,Varthur,13.172039,77.755926,35,Medium,Local Hospital,2024-06-27
COVID-19,Mysore Road,12.803834,77.652348,374,Low,WHO,2024-10-10
Malaria,Bommanahalli,13.082637,77.639461,224,Medium,CDC,2024-12-16
COVID-19,Whitefield,12.856191,77.72767,497,Low,Local Hospital,2024-10-21
Cholera,JP Nagar,12.867001,77.582192,307,Medium,WHO,2024-07-15
Tuberculosis,Banashankari,12.928887,77.512161,87,Low,Local Hospital,2024-10-21
Malaria,JP Nagar,12.977732,77.734226,426,High,HealthMap,2024-12-23
COVID-19,Banaswadi,12.85552,77.799563,367,Low,Local Hospital,2024-06-20
Malaria,Sahakar Nagar,13.197454,77.717796,79,Medium,WHO,2024-05-13
Dengue,Basavanagudi,12.822243,77.500859,352,Medium,User Report,2024-03-21
COVID-19,Kadugodi,12.872639,77.651905,451,High,CDC,2024-01-04
Dengue,Kammanahalli,13.050557,77.688291,470,Low,CDC,2024-05-18
Cholera,Chickpet,13.085648,77.620019,73,Medium,HealthMap,2024-02-12
Hepatitis,Malleshwaram,12.841775,77.751157,293,Medium,CDC,2024-12-02
Hepatitis,Shivajinagar,12.837049,77.637292,106,Low,User Report,2024-06-28
Swine Flu,Peenya,12.911503,77.532853,228,High,User Report,2024-08-21
COVID-19,Electronic City,13.025977,77.673661,203,Low,WHO,2024-04-23
Hepatitis,KR Puram,12.949261,77.705437,14,Medium,Local Hospital,2024-10-02
Hepatitis,HBR Layout,13.12324,77.732725,381,High,Local Hospital,2024-03-02
COVID-19,HBR Layout,12.802976,77.547601,373,Low,Local Hospital,2024-11-11
Hepatitis,Kanakapura Road,13.151497,77.620161,304,Low,Local Hospital,2024-02-23
Hepatitis,Kasturi Nagar,13.011673,77.564237,311,Medium,CDC,2024-06-19
Hepatitis,Devanahalli,12.942897,77.607797,423,Low,WHO,2024-05-10
Zika Virus,Majestic,12.828638,77.647908,116,Medium,Local Hospital,2024-05-31
Tuberculosis,HBR Layout,12.964514,77.5229,228,Low,CDC,2024-06-25
Hepatitis,Banashankari,13.058988,77.79146,241,Low,CDC,2024-04-25
COVID-19,Bellandur,13.134015,77.622408,93,Medium,WHO,2024-03-02
Swine Flu,Magadi Road,13.168731,77.633919,179,Medium,CDC,2024-03-05
Tuberculosis,Yelahanka,13.076246,77.638067,156,High,User Report,2024-04-02
Swine Flu,Hennur,13.159831,77.628991,137,Medium,CDC,2024-08-04
Tuberculosis,Mysore Road,12.93395,77.526792,195,High,CDC,2024-04-19
Malaria,Koramangala,13.129001,77.730044,88,Medium,User Report,2024-06-29
Dengue,Ulsoor,13.068395,77.592309,81,High,User Report,2024-09-27
Hepatitis,Shivajinagar,13.060734,77.60261,120,High,CDC,2024-12-07
Zika Virus,Rajajinagar,13.062154,77.709174,173,Low,User Report,2024-02-16
Zika Virus,Kasturi Nagar,13.110955,77.786245,316,High,User Report,2024-10-14
COVID-19,Gandhinagar,13.143005,77.59534,456,Medium,Local Hospital,2024-08-21
Dengue,Vijayanagar,12.962965,77.632824,12,Low,User Report,2024-05-15
COVID-19,HBR Layout,12.833583,77.536034,440,Medium,HealthMap,2024-04-14
Malaria,Electronic City,12.914103,77.767114,100,Medium,HealthMap,2024-01-30
COVID-19,Majestic,13.055148,77.6985,441,Medium,User Report,2024-04-30
Dengue,Yelahanka,13.012907,77.654589,398,Medium,HealthMap,2024-10-07
Hepatitis,Hebbal,13.162559,77.671756,432,High,HealthMap,2024-07-03
Swine Flu,Malleshwaram,13.036851,77.748783,420,High,HealthMap,2024-08-13
Malaria,Jayanagar,13.008354,77.791774,408,High,Local Hospital,2024-12-16
Malaria,Chickpet,13.136896,77.572345,219,Medium,User Report,2024-02-20
Dengue,Banaswadi,13.186222,77.524968,195,Low,HealthMap,2024-09-11
Malaria,JP Nagar,13.186061,77.666738,259,High,HealthMap,2024-06-12
Hepatitis,Peenya,12.83477,77.656912,318,High,WHO,2024-06-02
Zika Virus,Yelahanka,12.951817,77.511908,278,Medium,User Report,2024-10-17
Dengue,Wilson Garden,13.120124,77.510951,413,Low,Local Hospital,2024-10-30
Malaria,Marathahalli,12.850381,77.797028,297,High,HealthMap,2024-07-01
Cholera,KR Market,13.05547,77.707838,369,High,Local Hospital,2024-05-14
Malaria,Malleshwaram,12.973335,77.645486,200,High,WHO,2024-07-29
COVID-19,KR Puram,13.049325,77.717829,425,High,User Report,2024-06-05
Swine Flu,Domlur,13.087703,77.592372,342,Medium,Local Hospital,2024-04-28
Malaria,Ramamurthy Nagar,12.933943,77.724497,484,High,User Report,2024-12-09
Cholera,MG Road,12.897878,77.773009,122,Low,Local Hospital,2024-08-03
Zika Virus,Rajajinagar,12.868484,77.606242,137,Low,WHO,2024-09-21
COVID-19,MG Road,12.809707,77.748312,341,High,Local Hospital,2024-11-04
COVID-19,Ramamurthy Nagar,13.068953,77.776589,241,Low,HealthMap,2024-02-09
Tuberculosis,Bommanahalli,13.128258,77.561397,37,Low,WHO,2024-11-23
Malaria,Ramamurthy Nagar,13.179666,77.54904,385,High,HealthMap,2024-03-02
Zika Virus,KR Market,12.98228,77.575777,314,Low,HealthMap,2024-07-05
Tuberculosis,Indiranagar,13.121143,77.51784,265,High,HealthMap,2024-03-21
Dengue,Ramamurthy Nagar,12.800212,77.585277,371,Low,Local Hospital,2024-08-17
Cholera,Whitefield,12.844242,77.691983,48,Low,HealthMap,2024-04-05
Tuberculosis,Banashankari,13.073503,77.597387,323,Medium,CDC,2024-07-11
COVID-19,Chickpet,12.809668,77.556056,86,High,CDC,2024-05-27
COVID-19,Rajajinagar,12.837676,77.632235,318,High,CDC,2024-08-01
Dengue,HSR Layout,13.143535,77.759777,104,Low,CDC,2024-01-05
Swine Flu,KR Puram,13.093058,77.7613,252,Medium,WHO,2024-05-31
COVID-19,BTM Layout,12.959389,77.696889,112,Low,CDC,2024-02-06
COVID-19,KR Puram,12.930551,77.641112,416,Medium,User Report,2024-03-20
Zika Virus,Domlur,13.126105,77.796284,265,Low,Local Hospital,2024-12-03
Swine Flu,Nagarbhavi,12.864512,77.667363,120,Low,Local Hospital,2024-03-09
Zika Virus,Shivajinagar,13.089568,77.652844,150,Low,WHO,2024-01-14
Hepatitis,Wilson Garden,12.809946,77.569148,448,Medium,User Report,2024-05-02
Hepatitis,Hennur,12.876622,77.517916,389,Low,Local Hospital,2024-06-22
Cholera,Hebbal,13.074986,77.507866,247,Medium,CDC,2024-08-21
Malaria,JP Nagar,13.084297,77.748113,392,High,User Report,2024-06-08
Cholera,Hoodi,13.125291,77.741936,163,High,Local Hospital,2024-05-29
Cholera,JP Nagar,12.869258,77.613419,103,Low,CDC,2024-03-08
Cholera,Dasarahalli,12.949788,77.560014,300,High,Local Hospital,2024-02-25
Hepatitis,Varthur,12.920142,77.605378,124,Medium,CDC,2024-05-10
Malaria,Lalbagh,13.141778,77.78371,430,Medium,HealthMap,2024-06-25
COVID-19,Banaswadi,12.822034,77.741496,212,High,HealthMap,2024-08-16
Cholera,BTM Layout,13.08163,77.524021,13,High,CDC,2024-06-20
Swine Flu,BTM Layout,13.029236,77.613595,356,Low,WHO,2024-12-14
Tuberculosis,Bommanahalli,13.195294,77.628329,445,Low,HealthMap,2024-12-14
Dengue,Majestic,12.82325,77.500943,150,Low,HealthMap,2024-09-30
Malaria,Kadugodi,13.045137,77.656111,68,Low,CDC,2024-07-30
Swine Flu,Bellandur,13.113615,77.593432,325,Medium,HealthMap,2024-05-15
Malaria,RT Nagar,12.837914,77.74937,176,Medium,Local Hospital,2024-01-23
Zika Virus,BTM Layout,13.129986,77.6853,392,High,WHO,2024-03-27
Cholera,Jayanagar,12.988568,77.628864,453,Low,CDC,2024-09-06
Tuberculosis,HBR Layout,13.076989,77.582821,180,High,HealthMap,2024-07-04
Malaria,Sarjapur Road,12.890868,77.562764,431,High,CDC,2024-05-29
Hepatitis,Peenya,13.082814,77.677389,41,Medium,User Report,2024-06-10
Tuberculosis,Kengeri,12.962684,77.744642,72,Medium,User Report,2024-01-09
Dengue,Devanahalli,13.11071,77.608619,391,Medium,User Report,2024-02-17
Zika Virus,Indiranagar,13.003647,77.634977,436,High,CDC,2024-09-11
COVID-19,JP Nagar,13.173923,77.586886,252,High,HealthMap,2024-03-29
Dengue,Malleshwaram,12.905605,77.767509,445,Low,CDC,2024-04-06
Tuberculosis,Koramangala,12.832966,77.648159,134,Low,User Report,2024-02-18
Tuberculosis,Lalbagh,13.065083,77.785437,30,Low,HealthMap,2024-04-03
COVID-19,HSR Layout,13.030721,77.521251,15,Low,HealthMap,2024-03-18
Swine Flu,Koramangala,12.865068,77.735719,108,Low,HealthMap,2024-03-18
Dengue,Bommanahalli,12.979253,77.576542,295,High,HealthMap,2024-12-13
Dengue,Peenya,13.128266,77.714342,81,Low,WHO,2024-01-17
Swine Flu,Magadi Road,12.895846,77.755089,191,Low,User Report,2024-04-14
Malaria,Lalbagh,13.196283,77.799017,233,Low,User Report,2024-04-18
COVID-19,Kengeri,13.135016,77.507995,197,High,HealthMap,2024-06-09
Tuberculosis,Majestic,12.924748,77.661234,90,Medium,CDC,2024-06-14
Dengue,Domlur,12.931716,77.687079,302,Low,Local Hospital,2024-02-12
Swine Flu,Devanahalli,13.058954,77.504238,413,High,HealthMap,2024-05-08
Cholera,Kadugodi,12.886073,77.72525,102,Low,CDC,2024-01-13
Swine Flu,Koramangala,13.166066,77.51502,75,High,CDC,2024-10-25
Dengue,Koramangala,13.074624,77.703701,38,Medium,CDC,2024-11-24
Dengue,TC Palya,13.030393,77.795201,281,Low,User Report,2024-12-24
Zika Virus,Ramamurthy Nagar,12.879033,77.717925,486,Medium,CDC,2024-05-26
Cholera,Bommanahalli,12.986888,77.677671,129,Low,Local Hospital,2024-10-01
Tuberculosis,KR Puram,13.137599,77.766816,357,Low,User Report,2024-01-26
Zika Virus,Vijayanagar,12.998171,77.67811,163,Medium,WHO,2024-02-22
Cholera,Kammanahalli,12.989029,77.621265,324,High,User Report,2024-05-16
Malaria,Electronic City,12.967877,77.54392,380,Low,User Report,2024-06-17
Hepatitis,Bellandur,13.187251,77.568335,338,High,HealthMap,2024-04-09
Dengue,Sarjapur Road,12.99226,77.764445,452,Low,Local Hospital,2024-01-07
COVID-19,Sarjapur Road,13.176132,77.734328,154,High,Local Hospital,2024-08-27
Zika Virus,Shivajinagar,13.133339,77.574187,149,Medium,HealthMap,2024-04-09
Malaria,Ulsoor,12.980822,77.706103,29,Medium,Local Hospital,2024-06-15
COVID-19,Sahakar Nagar,13.122438,77.563559,379,Medium,Local Hospital,2024-11-09
Swine Flu,HBR Layout,13.039296,77.574762,381,Low,Local Hospital,2024-09-20
COVID-19,JP Nagar,13.047001,77.687734,83,Medium,User Report,2024-03-08
Hepatitis,Electronic City,12.921318,77.555044,493,Low,WHO,2024-09-05
Zika Virus,Banaswadi,13.120346,77.569461,385,Low,User Report,2024-10-19
Zika Virus,MG Road,12.867454,77.557788,93,Medium,WHO,2024-09-24
Cholera,KR Puram,13.087098,77.503415,192,Medium,WHO,2024-02-13
Malaria,Whitefield,12.887659,77.677851,344,Low,WHO,2024-11-27
Cholera,Chickpet,12.968087,77.730847,276,High,HealthMap,2024-03-30
Hepatitis,Kadugodi,12.81949,77.6224,266,Low,CDC,2024-08-12
Cholera,Bommanahalli,13.115863,77.645473,228,High,HealthMap,2024-03-14
COVID-19,Wilson Garden,13.017425,77.629859,349,Medium,User Report,2024-12-23
Malaria,Chickpet,13.133473,77.638993,277,Medium,CDC,2024-10-18
Tuberculosis,Peenya,12.942146,77.659464,310,High,WHO,2024-02-14
Zika Virus,Kadugodi,13.171451,77.774077,281,Medium,HealthMap,2024-08-11
Malaria,Whitefield,13.075684,77.794856,387,Low,User Report,2024-07-23
Cholera,HBR Layout,12.979997,77.685932,188,High,Local Hospital,2024-12-11
Cholera,Electronic City,13.156692,77.610853,381,Medium,CDC,2024-11-23
Zika Virus,Lalbagh,13.136364,77.53414,90,High,WHO,2024-03-31
Tuberculosis,Kanakapura Road,12.911625,77.563764,335,Low,WHO,2024-03-10
Cholera,Rajajinagar,13.016406,77.529195,425,High,User Report,2024-08-02
Malaria,Hulimavu,12.960802,77.55777,169,High,User Report,2024-07-28
Cholera,HSR Layout,13.190958,77.731736,346,Medium,CDC,2024-07-18
Zika Virus,Lalbagh,13.051136,77.57542,470,High,WHO,2024-11-08
Zika Virus,JP Nagar,13.118111,77.763537,443,Low,CDC,2024-01-19
COVID-19,KR Market,13.086972,77.693836,92,High,HealthMap,2024-06-21
Swine Flu,Kammanahalli,12.900947,77.563399,31,Low,Local Hospital,2024-04-24
Zika Virus,Varthur,12.984793,77.568443,363,Low,Local Hospital,2024-02-23
Swine Flu,Nagarbhavi,13.155924,77.683828,252,High,WHO,2024-04-29
Malaria,Shivajinagar,13.041786,77.741708,112,High,WHO,2024-08-05
Malaria,Magadi Road,12.936714,77.749913,229,High,Local Hospital,2024-11-08
Dengue,Jayanagar,12.941144,77.769684,83,Low,User Report,2024-05-18
Cholera,Electronic City,13.123657,77.625965,217,High,HealthMap,2024-02-15
Swine Flu,Electronic City,12.927769,77.797757,407,Medium,User Report,2024-01-08
Hepatitis,Varthur,13.059703,77.512161,170,Low,WHO,2024-01-27
Tuberculosis,Ramamurthy Nagar,13.0348,77.574259,329,Medium,CDC,2024-09-01
Malaria,BTM Layout,12.827886,77.603522,488,High,User Report,2024-03-12
Malaria,Lalbagh,12.837389,77.621439,294,Low,Local Hospital,2024-10-12
COVID-19,Sarjapur Road,12.973979,77.792827,376,Medium,Local Hospital,2024-01-28
Zika Virus,Domlur,12.901986,77.690302,111,Medium,Local Hospital,2024-07-02
Hepatitis,Banaswadi,13.147008,77.575626,242,Medium,User Report,2024-06-29
Dengue,HBR Layout,12.939421,77.624823,179,Medium,User Report,2024-10-27
Cholera,Kasturi Nagar,13.158917,77.587206,441,High,Local Hospital,2024-03-08
COVID-19,Devanahalli,12.998149,77.747445,405,Medium,Local Hospital,2024-11-20
Cholera,Gandhinagar,12.892955,77.738887,417,Medium,HealthMap,2024-04-20
COVID-19,Basavanagudi,12.920483,77.685579,230,Low,HealthMap,2024-04-17
Swine Flu,Nagarbhavi,13.169971,77.756157,420,Low,User Report,2024-08-18
Hepatitis,Hennur,13.151713,77.66268,215,Low,HealthMap,2024-05-27
Tuberculosis,Hennur,12.85612,77.793259,247,Low,User Report,2024-08-08
Swine Flu,Kadugodi,12.830648,77.690526,464,Medium,User Report,2024-02-02
Hepatitis,Ramamurthy Nagar,13.095254,77.683039,156,Medium,HealthMap,2024-03-12
Zika Virus,JP Nagar,13.050834,77.647699,493,Medium,CDC,2024-04-20
Dengue,Kanakapura Road,13.112168,77.703981,486,High,User Report,2024-04-17
COVID-19,Gandhinagar,12.891494,77.602486,218,High,WHO,2024-10-03
Zika Virus,Hoodi,13.185138,77.512641,40,Low,CDC,2024-02-07
Hepatitis,Chickpet,12.940026,77.794803,383,Low,Local Hospital,2024-09-04
Cholera,Domlur,13.172065,77.794587,178,Low,WHO,2024-05-19
Swine Flu,Magadi Road,12.954337,77.691021,463,Low,Local Hospital,2024-01-10
Dengue,KR Puram,13.049762,77.60464,349,Medium,Local Hospital,2024-10-24
Tuberculosis,Shivajinagar,13.111931,77.50912,41,High,HealthMap,2024-04-25
COVID-19,Mysore Road,13.069425,77.622924,424,Low,WHO,2024-05-27
Cholera,KR Market,12.950411,77.593159,416,High,WHO,2024-12-20
Swine Flu,Banashankari,12.859206,77.713516,456,Medium,CDC,2024-08-10
Dengue,Bellandur,12.906831,77.695704,466,High,WHO,2024-01-05
Hepatitis,Indiranagar,12.926826,77.733498,224,High,User Report,2024-09-23
Dengue,Basavanagudi,12.903288,77.545821,433,High,Local Hospital,2024-06-16
Cholera,Kammanahalli,13.108633,77.765802,429,Low,User Report,2024-11-16
COVID-19,Ramamurthy Nagar,13.163335,77.633145,236,High,User Report,2024-03-02
COVID-19,Wilson Garden,13.167792,77.704204,292,High,User Report,2024-11-03
Hepatitis,Bellandur,13.140089,77.593789,415,Low,User Report,2024-02-23
Cholera,Sahakar Nagar,12.892862,77.597221,297,Low,WHO,2024-02-02
Tuberculosis,Hulimavu,13.002442,77.792259,140,High,User Report,2024-05-17
